train_contrastive_loss,train_log_likelihood,train_entropy,train_b_diversity,train_c_diversity,train_diversity,train_n_unique_codewords,train_similarity,dev_contrastive_loss,dev_log_likelihood,dev_entropy,dev_b_diversity,dev_c_diversity,dev_diversity,dev_n_unique_codewords,dev_similarity,test_contrastive_loss,test_log_likelihood,test_entropy,test_b_diversity,test_c_diversity,test_diversity,test_n_unique_codewords,test_similarity
4.163316517371636,10.250859681662027,9.903037395725002,5.532043938822561,4.12808084487915,6.024738788604736,12635.0,0.0004513507301453501,4.16725846699306,10.353372930551505,10.005529242676573,5.532018522782759,4.119245529174805,5.987457275390625,9472.0,0.0004513507301453501,4.161344827924456,10.201235680353074,9.85378364381336,5.532335322243827,4.1540679931640625,6.065511226654053,9968.0,0.0004513507301453501
4.071090056679465,10.254158096808892,9.898190607343402,5.530675522692792,4.047625541687012,5.877269268035889,12511.0,0.00045117762056179345,4.068707040068391,10.356692658461533,10.000644612002683,5.530639247151164,4.039703845977783,5.844147682189941,9326.0,0.00045117762056179345,4.067845040275937,10.204479217529297,9.84900678907122,5.531002507890974,4.076996803283691,5.92412805557251,9787.0,0.00045117762056179345
4.071090056679465,10.254158096808892,9.898190607343402,5.530675522692792,4.047625541687012,5.877269268035889,12511.0,0.00045117762056179345,4.068707040068391,10.356692658461533,10.000644612002683,5.530639247151164,4.039703845977783,5.844147682189941,9326.0,0.00045117762056179345,4.067845040275937,10.204479217529297,9.84900678907122,5.531002507890974,4.076996803283691,5.92412805557251,9787.0,0.00045117762056179345
4.071090056679465,10.254158096808892,9.898190607343402,5.530675522692792,4.047625541687012,5.877269268035889,12511.0,0.00045117762056179345,4.068707040068391,10.356692658461533,10.000644612002683,5.530639247151164,4.039703845977783,5.844147682189941,9326.0,0.00045117762056179345,4.067845040275937,10.204479217529297,9.84900678907122,5.531002507890974,4.076996803283691,5.92412805557251,9787.0,0.00045117762056179345
3.8461193202377912,10.502641046202028,9.538506386496804,5.306358830340497,3.48699688911438,4.774408340454102,9702.0,0.00044318358413875103,3.831193771610012,10.607196252996271,9.640094982494007,5.306182801878298,3.478482723236084,4.7401323318481445,6910.0,0.00044318358413875103,3.8401896930876234,10.448076393490746,9.495663379487537,5.311269292377291,3.52370023727417,4.8436455726623535,7389.0,0.00044318358413875103
3.8461193202377912,10.502641046202028,9.538506386496804,5.306358830340497,3.48699688911438,4.774408340454102,9702.0,0.00044318358413875103,3.831193771610012,10.607196252996271,9.640094982494007,5.306182801878298,3.478482723236084,4.7401323318481445,6910.0,0.00044318358413875103,3.8401896930876234,10.448076393490746,9.495663379487537,5.311269292377291,3.52370023727417,4.8436455726623535,7389.0,0.00044318358413875103
3.8461193202377912,10.502641046202028,9.538506386496804,5.306358830340497,3.48699688911438,4.774408340454102,9702.0,0.00044318358413875103,3.831193771610012,10.607196252996271,9.640094982494007,5.306182801878298,3.478482723236084,4.7401323318481445,6910.0,0.00044318358413875103,3.8401896930876234,10.448076393490746,9.495663379487537,5.311269292377291,3.52370023727417,4.8436455726623535,7389.0,0.00044318358413875103
3.8461193202377912,10.502641046202028,9.538506386496804,5.306358830340497,3.48699688911438,4.774408340454102,9702.0,0.00044318358413875103,3.831193771610012,10.607196252996271,9.640094982494007,5.306182801878298,3.478482723236084,4.7401323318481445,6910.0,0.00044318358413875103,3.8401896930876234,10.448076393490746,9.495663379487537,5.311269292377291,3.52370023727417,4.8436455726623535,7389.0,0.00044318358413875103
3.747046119516546,10.684868438522537,9.148379424949745,5.0547321455819265,3.1225125789642334,4.175693511962891,8001.0,0.0004146415740251541,3.749483873937037,10.788640374022645,9.25187050460221,5.0566033623435285,3.118360996246338,4.154086589813232,5633.0,0.0004146415740251541,3.7608505339849563,10.621924109685988,9.122157941545758,5.071485973539806,3.1500182151794434,4.22434663772583,6007.0,0.0004146415740251541
3.747046119516546,10.684868438522537,9.148379424949745,5.0547321455819265,3.1225125789642334,4.175693511962891,8001.0,0.0004146415740251541,3.749483873937037,10.788640374022645,9.25187050460221,5.0566033623435285,3.118360996246338,4.154086589813232,5633.0,0.0004146415740251541,3.7608505339849563,10.621924109685988,9.122157941545758,5.071485973539806,3.1500182151794434,4.22434663772583,6007.0,0.0004146415740251541
